date,store_id,state,product_id,sales,price,cost,margin,out_of_stock_pct
2024-02-15,200,TX,Banana,158,4.75,3.02,273.34,1.78
2024-02-16,200,TX,Banana,143,4.88,2.89,284.57,7.27
2024-02-17,200,TX,Banana,154,3.73,2.78,146.3,6.85
2024-02-18,200,TX,Banana,133,5.81,3.49,308.56,0.0
2024-02-19,200,TX,Banana,101,5.25,3.41,185.84,7.97
2024-02-20,200,TX,Banana,135,4.55,3.36,160.65,0.0
2024-02-21,200,TX,Banana,136,4.62,3.35,172.72,0.0
2024-02-22,200,TX,Banana,173,5.64,3.4,387.52,0.0
2024-02-23,200,TX,Banana,150,4.4,2.97,214.5,12.87
2024-02-24,200,TX,Banana,163,4.64,3.01,265.69,14.63
2024-02-25,200,TX,Banana,150,4.85,3.5,202.5,23.97
2024-02-26,200,TX,Banana,139,3.67,3.03,88.96,0.0
2024-02-27,200,TX,Banana,130,4.15,3.23,119.6,8.41
2024-02-28,200,TX,Banana,156,5.27,3.51,274.56,5.13
2024-02-29,200,TX,Banana,184,4.0,3.18,150.88,32.2
2024-03-01,200,TX,Banana,170,4.56,3.0,265.2,0.0
2024-03-02,200,TX,Banana,170,4.39,3.19,204.0,12.14
2024-03-03,200,TX,Banana,174,4.63,3.24,241.86,0.0
2024-03-04,200,TX,Banana,135,4.38,3.12,170.1,13.56
2024-03-05,200,TX,Banana,174,3.93,2.88,182.7,6.73
2024-03-06,200,TX,Banana,181,4.42,2.99,258.83,6.54
2024-03-07,200,TX,Banana,177,4.21,2.91,230.1,8.58
2024-03-08,200,TX,Banana,190,5.47,3.58,359.1,15.54
2024-03-09,200,TX,Banana,152,4.57,2.98,241.68,10.15
2024-03-10,200,TX,Banana,193,4.31,3.41,173.7,43.53
2024-03-11,200,TX,Banana,196,4.52,3.6,180.32,14.54
2024-03-12,200,TX,Banana,200,4.3,3.16,228.0,12.59
2024-03-13,200,TX,Banana,171,4.74,3.19,265.05,0.15
2024-03-14,200,TX,Banana,190,5.05,3.95,209.0,0.0
2024-03-15,200,TX,Banana,203,4.2,2.77,290.29,0.28
2024-03-16,200,TX,Banana,211,5.41,3.28,449.43,0.0
2024-03-17,200,TX,Banana,173,5.78,3.46,401.36,0.0
2024-03-18,200,TX,Banana,192,4.81,3.27,295.68,0.0
2024-03-19,200,TX,Banana,232,5.43,3.45,459.36,0.0
2024-03-20,200,TX,Banana,190,4.86,3.06,342.0,13.52
2024-03-21,200,TX,Banana,168,5.15,3.22,324.24,10.05
2024-03-22,200,TX,Banana,201,3.69,2.9,158.79,1.65
2024-03-23,200,TX,Banana,170,4.25,3.06,202.3,22.65
2024-03-24,200,TX,Banana,187,4.68,2.88,336.6,14.18
2024-03-25,200,TX,Banana,220,5.76,3.57,481.8,0.0
2024-03-26,200,TX,Banana,163,4.4,3.64,123.88,0.0
2024-03-27,200,TX,Banana,179,5.2,3.49,306.09,0.0
2024-03-28,200,TX,Banana,166,3.76,2.29,244.02,0.0
2024-03-29,200,TX,Banana,158,3.9,2.88,161.16,21.32
2024-03-30,200,TX,Banana,130,4.0,3.13,113.1,6.31
2024-03-31,200,TX,Banana,187,3.79,2.83,179.52,16.63
2024-01-01,200,TX,Milk,149,1.15,0.93,32.78,9.62
2024-01-02,200,TX,Milk,154,1.63,1.05,89.32,5.7
2024-01-03,200,TX,Milk,148,1.55,1.26,42.92,11.62
2024-01-04,200,TX,Milk,176,1.17,0.85,56.32,26.33
2024-01-05,200,TX,Milk,132,1.49,1.18,40.92,10.88
2024-01-06,200,TX,Milk,163,1.49,1.04,73.35,2.92
2024-01-07,200,TX,Milk,154,1.6,1.05,84.7,13.5
2024-01-08,200,TX,Milk,167,1.33,1.02,51.77,14.0
2024-01-09,200,TX,Milk,168,2.44,1.47,162.96,11.3
2024-01-10,200,TX,Milk,154,1.55,1.06,75.46,12.47
2024-01-11,200,TX,Milk,175,1.74,1.22,91.0,6.17
2024-01-12,200,TX,Milk,184,1.72,1.05,123.28,10.47
2024-01-13,200,TX,Milk,165,1.48,1.16,52.8,15.99
2024-01-14,200,TX,Milk,180,1.95,1.47,86.4,18.05
2024-01-15,200,TX,Milk,169,2.08,1.43,109.85,1.9
2024-01-16,200,TX,Milk,173,1.48,1.19,50.17,5.97
2024-01-17,200,TX,Milk,177,1.28,0.98,53.1,25.92
2024-01-18,200,TX,Milk,155,1.44,0.86,89.9,16.58
2024-01-19,200,TX,Milk,179,2.26,1.41,152.15,11.28
2024-01-20,200,TX,Milk,167,1.58,0.96,103.54,5.76
2024-01-21,200,TX,Milk,158,2.26,1.52,116.92,3.53
2024-01-22,200,TX,Milk,154,1.49,1.13,55.44,9.13
2024-01-23,200,TX,Milk,157,1.53,0.98,86.35,7.44
2024-01-24,200,TX,Milk,166,1.72,1.07,107.9,0.29
2024-01-25,200,TX,Milk,164,0.95,0.79,26.24,0.0
2024-01-26,200,TX,Milk,150,1.57,1.16,61.5,8.11
2024-01-27,200,TX,Milk,177,2.16,1.48,120.36,3.4
2024-01-28,200,TX,Milk,155,1.33,0.92,63.55,4.81
2024-01-29,200,TX,Milk,150,1.63,1.32,46.5,0.0
2024-01-30,200,TX,Milk,158,2.63,1.69,148.52,3.91
2024-01-31,200,TX,Milk,155,2.33,1.43,139.5,0.99
2024-02-01,200,TX,Milk,150,1.61,1.23,57.0,5.98
2024-02-02,200,TX,Milk,135,1.58,1.23,47.25,9.98
2024-02-03,200,TX,Milk,162,2.34,1.51,134.46,26.53
2024-02-04,200,TX,Milk,131,1.81,1.49,41.92,6.83
2024-02-05,200,TX,Milk,168,1.32,0.98,57.12,0.0
2024-02-06,200,TX,Milk,130,0.79,0.59,26.0,0.0
2024-02-07,200,TX,Milk,126,1.84,1.27,71.82,8.42
2024-02-08,200,TX,Milk,159,1.94,1.51,68.37,0.0
2024-02-09,200,TX,Milk,121,2.03,1.37,79.86,0.0
2024-02-10,200,TX,Milk,156,2.42,1.58,131.04,0.31
2024-02-11,200,TX,Milk,109,2.22,1.63,64.31,3.85
2024-02-12,200,TX,Milk,147,1.2,0.75,66.15,0.0
2024-02-13,200,TX,Milk,130,2.09,1.24,110.5,0.5
2024-02-14,200,TX,Milk,138,1.11,0.91,27.6,3.58
2024-02-15,200,TX,Milk,131,2.32,1.38,123.14,12.12
2024-02-16,200,TX,Milk,115,1.05,0.77,32.2,17.78
2024-02-17,200,TX,Milk,134,1.42,1.0,56.28,20.51
2024-02-18,200,TX,Milk,132,1.93,1.58,46.2,5.68
2024-02-19,200,TX,Milk,158,2.35,1.75,94.8,2.51
2024-02-20,200,TX,Milk,145,2.41,1.42,143.55,18.69
2024-02-21,200,TX,Milk,121,1.88,1.43,54.45,15.58
2024-02-22,200,TX,Milk,111,1.35,0.87,53.28,0.0
2024-02-23,200,TX,Milk,133,2.09,1.44,86.45,20.02
2024-02-24,200,TX,Milk,139,2.86,1.71,159.85,0.0
2024-02-25,200,TX,Milk,117,1.62,1.21,47.97,8.84
2024-02-26,200,TX,Milk,141,0.8,0.61,26.79,4.11
2024-02-27,200,TX,Milk,126,1.82,1.43,49.14,8.67
2024-02-28,200,TX,Milk,133,1.61,1.07,71.82,0.0
2024-02-29,200,TX,Milk,146,1.9,1.51,56.94,0.0
2024-03-01,200,TX,Milk,156,1.58,1.07,79.56,0.0
2024-03-02,200,TX,Milk,150,1.3,0.91,58.5,0.0
2024-03-03,200,TX,Milk,138,2.74,1.81,128.34,5.35
2024-03-04,200,TX,Milk,146,1.61,1.29,46.72,3.88
2024-03-05,200,TX,Milk,154,2.02,1.41,93.94,12.58
2024-03-06,200,TX,Milk,152,1.6,1.05,83.6,2.25
2024-03-07,200,TX,Milk,131,1.11,0.77,44.54,18.67
2024-03-08,200,TX,Milk,184,1.7,1.15,101.2,10.77
2024-03-09,200,TX,Milk,168,3.2,2.15,176.4,16.2
2024-03-10,200,TX,Milk,164,1.27,0.94,54.12,0.0
2024-03-11,200,TX,Milk,169,1.39,1.0,65.91,0.0
2024-03-12,200,TX,Milk,159,1.18,0.9,44.52,21.87
2024-03-13,200,TX,Milk,180,1.48,1.22,46.8,19.8
2024-03-14,200,TX,Milk,170,1.45,0.97,81.6,20.23
2024-03-15,200,TX,Milk,176,1.44,0.91,93.28,3.1
2024-03-16,200,TX,Milk,158,1.22,0.81,64.78,14.26
2024-03-17,200,TX,Milk,194,1.3,0.81,95.06,10.63
2024-03-18,200,TX,Milk,160,1.71,1.08,100.8,0.0
2024-03-19,200,TX,Milk,157,1.54,1.24,47.1,0.0
2024-03-20,200,TX,Milk,171,1.79,1.21,99.18,2.61
2024-03-21,200,TX,Milk,154,1.37,1.05,49.28,12.55
2024-03-22,200,TX,Milk,172,1.46,0.93,91.16,5.99
2024-03-23,200,TX,Milk,174,1.08,0.72,62.64,10.43
2024-03-24,200,TX,Milk,154,2.2,1.4,123.2,0.0
2024-03-25,200,TX,Milk,137,1.1,0.74,49.32,5.48
2024-03-26,200,TX,Milk,163,1.18,0.95,37.49,11.39
2024-03-27,200,TX,Milk,135,1.71,1.21,67.5,0.0
2024-03-28,200,TX,Milk,147,1.58,1.24,49.98,0.0
2024-03-29,200,TX,Milk,148,2.4,1.53,128.76,0.0
2024-03-30,200,TX,Milk,162,1.17,0.89,45.36,10.3
2024-03-31,200,TX,Milk,168,0.62,0.48,23.52,0.0
2024-01-01,200,TX,Eggs,264,2.29,1.47,216.48,8.71
2024-01-02,200,TX,Eggs,242,2.43,1.55,212.96,3.44
2024-01-03,200,TX,Eggs,283,1.99,1.6,110.37,8.38
2024-01-04,200,TX,Eggs,253,1.88,1.38,126.5,0.67
2024-01-05,200,TX,Eggs,273,1.96,1.4,152.88,7.9
2024-01-06,200,TX,Eggs,312,2.69,1.79,280.8,1.74
2024-01-07,200,TX,Eggs,296,1.91,1.4,150.96,0.0
2024-01-08,200,TX,Eggs,252,1.36,0.96,100.8,1.48
2024-01-09,200,TX,Eggs,276,3.29,2.03,347.76,8.27
2024-01-10,200,TX,Eggs,273,2.46,1.77,188.37,0.0
2024-01-11,200,TX,Eggs,284,2.63,1.76,247.08,0.0
2024-01-12,200,TX,Eggs,305,2.77,1.63,347.7,0.85
2024-01-13,200,TX,Eggs,295,3.35,2.21,336.3,6.82
2024-01-14,200,TX,Eggs,288,2.22,1.39,239.04,0.0
2024-01-15,200,TX,Eggs,301,1.7,1.27,129.43,5.72
2024-01-16,200,TX,Eggs,273,2.57,1.67,245.7,8.34
2024-01-17,200,TX,Eggs,305,1.98,1.37,186.05,2.3
2024-01-18,200,TX,Eggs,262,2.22,1.39,217.46,8.77
2024-01-19,200,TX,Eggs,298,1.69,1.25,131.12,13.7
2024-01-20,200,TX,Eggs,310,2.79,1.65,353.4,23.77
2024-01-21,200,TX,Eggs,263,1.58,1.15,113.09,0.0
2024-01-22,200,TX,Eggs,309,2.2,1.72,148.32,4.44
2024-01-23,200,TX,Eggs,281,1.55,1.19,101.16,29.46
2024-01-24,200,TX,Eggs,276,2.51,1.56,262.2,12.26
2024-01-25,200,TX,Eggs,281,2.23,1.59,179.84,0.0
2024-01-26,200,TX,Eggs,278,2.69,2.09,166.8,18.45
2024-01-27,200,TX,Eggs,298,1.91,1.37,160.92,0.0
2024-01-28,200,TX,Eggs,259,2.15,1.54,157.99,15.94
2024-01-29,200,TX,Eggs,222,2.62,1.99,139.86,3.42
2024-01-30,200,TX,Eggs,246,1.64,1.22,103.32,0.0
2024-01-31,200,TX,Eggs,269,2.12,1.55,153.33,0.0
2024-02-01,200,TX,Eggs,221,1.95,1.43,114.92,21.69
2024-02-02,200,TX,Eggs,240,1.72,1.08,153.6,2.54
2024-02-03,200,TX,Eggs,236,1.19,0.72,110.92,4.46
2024-02-04,200,TX,Eggs,234,2.11,1.74,86.58,23.49
2024-02-05,200,TX,Eggs,260,1.82,1.45,96.2,0.0
2024-02-06,200,TX,Eggs,288,2.39,1.54,244.8,5.14
2024-02-07,200,TX,Eggs,230,2.48,1.59,204.7,3.56
2024-02-08,200,TX,Eggs,216,1.94,1.36,125.28,4.67
2024-02-09,200,TX,Eggs,215,1.92,1.31,131.15,6.06
2024-02-10,200,TX,Eggs,219,2.86,1.98,192.72,0.0
2024-02-11,200,TX,Eggs,246,2.45,1.9,135.3,0.0
2024-02-12,200,TX,Eggs,214,2.04,1.41,134.82,0.0
2024-02-13,200,TX,Eggs,204,1.85,1.19,134.64,22.52
2024-02-14,200,TX,Eggs,240,2.61,1.91,168.0,12.22
2024-02-15,200,TX,Eggs,196,1.96,1.37,115.64,9.89
2024-02-16,200,TX,Eggs,194,2.69,1.74,184.3,2.6
2024-02-17,200,TX,Eggs,213,2.21,1.74,100.11,9.44
2024-02-18,200,TX,Eggs,214,2.77,1.87,192.6,0.0
2024-02-19,200,TX,Eggs,236,2.18,1.7,113.28,1.9
2024-02-20,200,TX,Eggs,231,1.69,1.15,124.74,14.24
2024-02-21,200,TX,Eggs,222,2.13,1.37,168.72,15.49
2024-02-22,200,TX,Eggs,213,1.84,1.1,157.62,0.0
2024-02-23,200,TX,Eggs,243,1.49,1.14,85.05,22.55
2024-02-24,200,TX,Eggs,189,2.73,2.04,130.41,7.11
2024-02-25,200,TX,Eggs,234,2.07,1.36,166.14,8.99
2024-02-26,200,TX,Eggs,238,2.49,1.86,149.94,6.14
2024-02-27,200,TX,Eggs,245,1.94,1.42,127.4,4.43
2024-02-28,200,TX,Eggs,252,1.35,1.01,85.68,0.0
2024-02-29,200,TX,Eggs,264,2.32,1.58,195.36,3.16
2024-03-01,200,TX,Eggs,252,2.51,1.63,221.76,0.0
2024-03-02,200,TX,Eggs,239,2.47,1.58,212.71,0.0
2024-03-03,200,TX,Eggs,267,1.62,1.02,160.2,15.29
2024-03-04,200,TX,Eggs,272,2.65,1.6,285.6,14.83
2024-03-05,200,TX,Eggs,300,2.76,1.83,279.0,0.0
2024-03-06,200,TX,Eggs,241,2.24,1.34,216.9,5.26
2024-03-07,200,TX,Eggs,281,1.96,1.31,182.65,6.87
2024-03-08,200,TX,Eggs,257,1.96,1.34,159.34,0.0
2024-03-09,200,TX,Eggs,256,1.55,1.12,110.08,0.0
2024-03-10,200,TX,Eggs,300,1.68,1.24,132.0,31.32
2024-03-11,200,TX,Eggs,290,2.23,1.58,188.5,0.0
2024-03-12,200,TX,Eggs,296,1.94,1.35,174.64,6.22
2024-03-13,200,TX,Eggs,336,2.51,1.5,339.36,16.49
2024-03-14,200,TX,Eggs,268,2.11,1.52,158.12,22.71
2024-03-15,200,TX,Eggs,270,2.65,2.07,156.6,12.08
2024-03-16,200,TX,Eggs,272,2.66,1.72,255.68,14.73
2024-03-17,200,TX,Eggs,297,1.32,1.06,77.22,0.0
2024-03-18,200,TX,Eggs,278,2.01,1.5,141.78,11.21
2024-03-19,200,TX,Eggs,286,1.64,1.13,145.86,8.8
2024-03-20,200,TX,Eggs,294,2.46,1.69,226.38,15.81
2024-03-21,200,TX,Eggs,297,2.54,1.66,261.36,4.3
2024-03-22,200,TX,Eggs,242,2.57,1.66,220.22,7.08
2024-03-23,200,TX,Eggs,281,1.45,1.14,87.11,0.0
2024-03-24,200,TX,Eggs,295,1.95,1.51,129.8,11.82
2024-03-25,200,TX,Eggs,271,1.99,1.54,121.95,14.38
2024-03-26,200,TX,Eggs,257,2.63,1.55,277.56,0.38
2024-03-27,200,TX,Eggs,255,2.22,1.43,201.45,7.22
2024-03-28,200,TX,Eggs,251,3.2,1.9,326.3,0.0
2024-03-29,200,TX,Eggs,254,2.2,1.39,205.74,19.47
2024-03-30,200,TX,Eggs,259,3.07,1.84,318.57,0.0
2024-03-31,200,TX,Eggs,257,2.23,1.79,113.08,5.82
2024-01-01,200,TX,Apples,195,2.74,1.94,156.0,19.09
2024-01-02,200,TX,Apples,215,2.55,1.99,120.4,0.54
2024-01-03,200,TX,Apples,205,3.51,2.57,192.7,0.0
2024-01-04,200,TX,Apples,180,3.33,2.01,237.6,0.0
2024-01-05,200,TX,Apples,175,2.59,1.8,138.25,0.0
2024-01-06,200,TX,Apples,190,3.21,2.17,197.6,20.51
2024-01-07,200,TX,Apples,178,3.67,2.39,227.84,2.86
2024-01-08,200,TX,Apples,193,3.69,2.3,268.27,0.0
2024-01-09,200,TX,Apples,201,2.82,2.15,134.67,9.92
2024-01-10,200,TX,Apples,201,3.94,2.83,223.11,0.0
2024-01-11,200,TX,Apples,191,3.14,1.91,234.93,0.0
2024-01-12,200,TX,Apples,190,3.78,2.45,252.7,19.21
2024-01-13,200,TX,Apples,192,2.27,1.85,80.64,9.71
2024-01-14,200,TX,Apples,193,3.2,2.29,175.63,7.03
2024-01-15,200,TX,Apples,179,3.98,2.56,254.18,22.96
2024-01-16,200,TX,Apples,192,3.25,1.98,243.84,7.86
2024-01-17,200,TX,Apples,206,3.25,2.3,195.7,25.1
2024-01-18,200,TX,Apples,198,2.96,1.86,217.8,0.0
2024-01-19,200,TX,Apples,190,2.91,2.09,155.8,22.95
2024-01-20,200,TX,Apples,192,2.81,2.16,124.8,4.84
2024-01-21,200,TX,Apples,216,4.2,2.86,289.44,0.0
2024-01-22,200,TX,Apples,190,3.99,2.41,300.2,11.82
2024-01-23,200,TX,Apples,223,3.27,2.27,223.0,1.41
2024-01-24,200,TX,Apples,203,3.13,2.43,142.1,13.2
2024-01-25,200,TX,Apples,200,3.09,2.42,134.0,16.69
2024-01-26,200,TX,Apples,211,3.13,2.29,177.24,3.33
2024-01-27,200,TX,Apples,190,2.95,2.46,93.1,0.0
2024-01-28,200,TX,Apples,192,2.56,1.98,111.36,5.29
2024-01-29,200,TX,Apples,203,3.45,2.16,261.87,5.46
2024-01-30,200,TX,Apples,162,3.13,2.32,131.22,11.45
2024-01-31,200,TX,Apples,211,2.79,2.01,164.58,7.19
2024-02-01,200,TX,Apples,181,3.9,2.57,240.73,4.05
2024-02-02,200,TX,Apples,179,3.22,2.28,168.26,6.87
2024-02-03,200,TX,Apples,166,3.05,2.16,147.74,15.74
2024-02-04,200,TX,Apples,155,3.15,2.14,156.55,0.0
2024-02-05,200,TX,Apples,186,2.15,1.64,94.86,0.0
2024-02-06,200,TX,Apples,172,3.94,2.57,235.64,4.34
2024-02-07,200,TX,Apples,156,4.43,2.66,276.12,0.0
2024-02-08,200,TX,Apples,130,3.17,2.23,122.2,0.0
2024-02-09,200,TX,Apples,146,3.17,2.31,125.56,7.44
2024-02-10,200,TX,Apples,152,2.68,1.71,147.44,13.72
2024-02-11,200,TX,Apples,169,3.06,2.07,167.31,23.47
2024-02-12,200,TX,Apples,142,2.26,1.64,88.04,0.0
2024-02-13,200,TX,Apples,157,3.15,2.17,153.86,2.59
2024-02-14,200,TX,Apples,162,2.78,1.72,171.72,19.44
2024-02-15,200,TX,Apples,156,3.03,2.43,93.6,8.43
2024-02-16,200,TX,Apples,164,3.35,2.27,177.12,9.48
2024-02-17,200,TX,Apples,167,3.93,2.5,238.81,6.97
2024-02-18,200,TX,Apples,169,2.54,2.07,79.43,19.4
2024-02-19,200,TX,Apples,149,3.6,2.64,143.04,4.6
2024-02-20,200,TX,Apples,139,3.4,2.14,175.14,0.0
2024-02-21,200,TX,Apples,174,2.4,1.9,87.0,0.54
2024-02-22,200,TX,Apples,135,2.48,1.96,70.2,0.0
2024-02-23,200,TX,Apples,141,3.56,2.33,173.43,12.86
2024-02-24,200,TX,Apples,173,2.91,1.81,190.3,4.52
2024-02-25,200,TX,Apples,168,2.59,1.75,141.12,20.03
2024-02-26,200,TX,Apples,183,3.17,2.03,208.62,5.27
2024-02-27,200,TX,Apples,176,2.15,1.49,116.16,2.53
2024-02-28,200,TX,Apples,165,2.22,1.8,69.3,2.19
2024-02-29,200,TX,Apples,203,3.74,2.29,294.35,0.0
2024-03-01,200,TX,Apples,188,4.23,2.52,321.48,14.25
2024-03-02,200,TX,Apples,182,3.21,1.9,238.42,11.98
2024-03-03,200,TX,Apples,190,3.35,2.37,186.2,11.35
2024-03-04,200,TX,Apples,202,2.94,1.94,202.0,18.17
2024-03-05,200,TX,Apples,191,3.84,2.72,213.92,0.0
2024-03-06,200,TX,Apples,216,2.61,2.16,97.2,0.0
2024-03-07,200,TX,Apples,185,3.11,2.0,205.35,9.24
2024-03-08,200,TX,Apples,202,3.25,1.93,266.64,4.76
2024-03-09,200,TX,Apples,227,4.38,2.62,399.52,9.36
2024-03-10,200,TX,Apples,198,2.77,2.13,126.72,11.14
2024-03-11,200,TX,Apples,183,3.26,2.02,226.92,0.0
2024-03-12,200,TX,Apples,205,2.95,2.29,135.3,0.17
2024-03-13,200,TX,Apples,223,2.44,1.73,158.33,0.0
2024-03-14,200,TX,Apples,204,3.44,2.41,210.12,21.84
2024-03-15,200,TX,Apples,194,2.93,2.42,98.94,4.61
2024-03-16,200,TX,Apples,199,3.38,2.36,202.98,11.52
2024-03-17,200,TX,Apples,178,4.32,2.54,316.84,18.8
2024-03-18,200,TX,Apples,192,3.51,2.22,247.68,9.94
2024-03-19,200,TX,Apples,204,2.84,1.93,185.64,0.0
2024-03-20,200,TX,Apples,199,3.5,2.45,208.95,10.44
2024-03-21,200,TX,Apples,193,2.91,2.33,111.94,0.0
2024-03-22,200,TX,Apples,214,2.67,1.58,233.26,1.38
2024-03-23,200,TX,Apples,179,2.34,1.71,112.77,16.61
2024-03-24,200,TX,Apples,187,3.09,2.2,166.43,4.53
2024-03-25,200,TX,Apples,199,2.65,2.12,105.47,0.0
2024-03-26,200,TX,Apples,205,3.02,1.95,219.35,0.0
2024-03-27,200,TX,Apples,182,4.03,2.55,269.36,13.5
2024-03-28,200,TX,Apples,181,2.8,1.99,146.61,1.78
2024-03-29,200,TX,Apples,214,3.13,2.21,196.88,9.3
2024-03-30,200,TX,Apples,197,2.73,2.17,110.32,2.41
2024-03-31,200,TX,Apples,176,3.15,2.08,188.32,4.63
2024-01-01,200,TX,Bread,227,5.53,3.93,363.2,12.33
2024-01-02,200,TX,Bread,213,6.61,3.94,568.71,0.0
2024-01-03,200,TX,Bread,238,5.97,4.02,464.1,14.98
2024-01-04,200,TX,Bread,158,7.23,4.55,423.44,3.6
2024-01-05,200,TX,Bread,249,5.37,3.61,438.24,11.13
2024-01-06,200,TX,Bread,205,4.52,3.73,161.95,24.14
2024-01-07,200,TX,Bread,226,6.38,3.98,542.4,13.7
2024-01-08,200,TX,Bread,244,6.23,3.96,553.88,8.65
2024-01-09,200,TX,Bread,288,4.75,3.9,244.8,7.01
2024-01-10,200,TX,Bread,261,5.4,4.25,300.15,16.87
2024-01-11,200,TX,Bread,253,4.65,3.58,270.71,21.33
2024-01-12,200,TX,Bread,216,5.15,4.01,246.24,0.0
2024-01-13,200,TX,Bread,241,6.43,4.02,580.81,8.21
2024-01-14,200,TX,Bread,252,6.24,4.4,463.68,9.54
2024-01-15,200,TX,Bread,238,5.36,4.21,273.7,16.89
2024-01-16,200,TX,Bread,217,6.82,4.1,590.24,12.01
2024-01-17,200,TX,Bread,237,7.24,4.33,689.67,3.5
2024-01-18,200,TX,Bread,246,4.79,3.87,226.32,5.16
2024-01-19,200,TX,Bread,219,4.39,3.49,197.1,20.95
2024-01-20,200,TX,Bread,223,4.76,3.62,254.22,0.0
2024-01-21,200,TX,Bread,226,5.5,3.52,447.48,21.42
2024-01-22,200,TX,Bread,260,6.25,3.71,660.4,27.52
2024-01-23,200,TX,Bread,257,6.29,3.82,634.79,0.0
2024-01-24,200,TX,Bread,283,4.99,3.5,421.67,0.0
2024-01-25,200,TX,Bread,253,5.65,4.65,253.0,18.84
2024-01-26,200,TX,Bread,240,5.07,4.1,232.8,13.53
2024-01-27,200,TX,Bread,241,5.16,4.0,279.56,6.04
2024-01-28,200,TX,Bread,220,4.67,3.69,215.6,2.19
2024-01-29,200,TX,Bread,181,6.22,3.89,421.73,0.0
2024-01-30,200,TX,Bread,191,5.67,3.97,324.7,18.92
2024-01-31,200,TX,Bread,231,5.58,3.45,492.03,0.0
2024-02-01,200,TX,Bread,228,5.28,3.62,378.48,2.75
2024-02-02,200,TX,Bread,217,5.46,3.63,397.11,6.05
2024-02-03,200,TX,Bread,172,5.43,3.74,290.68,8.2
2024-02-04,200,TX,Bread,163,5.81,4.05,286.88,4.8
2024-02-05,200,TX,Bread,207,5.41,3.99,293.94,18.64
2024-02-06,200,TX,Bread,195,5.86,3.79,403.65,6.22
2024-02-07,200,TX,Bread,201,6.66,3.93,548.73,5.41
2024-02-08,200,TX,Bread,172,4.97,3.72,215.0,0.0
2024-02-09,200,TX,Bread,223,5.99,3.55,544.12,0.0
2024-02-10,200,TX,Bread,168,6.64,4.19,411.6,2.05
2024-02-11,200,TX,Bread,209,5.69,3.72,411.73,7.79
2024-02-12,200,TX,Bread,162,7.65,4.56,500.58,0.0
