date,store_id,state,product_id,sales,price,cost,margin,out_of_stock_pct
2024-03-09,100,NY,Banana,172,2.49,1.61,151.36,7.58
2024-03-10,100,NY,Banana,211,2.95,1.9,221.55,24.26
2024-03-11,100,NY,Banana,214,3.03,2.02,216.14,9.77
2024-03-12,100,NY,Banana,216,2.26,1.73,114.48,8.79
2024-03-13,100,NY,Banana,189,2.71,1.75,181.44,2.57
2024-03-14,100,NY,Banana,207,3.21,2.26,196.65,0.0
2024-03-15,100,NY,Banana,219,2.2,1.47,159.87,2.64
2024-03-16,100,NY,Banana,227,2.34,1.81,120.31,0.0
2024-03-17,100,NY,Banana,191,2.45,1.93,99.32,1.35
2024-03-18,100,NY,Banana,209,2.69,1.8,186.01,1.74
2024-03-19,100,NY,Banana,247,2.83,1.92,224.77,0.0
2024-03-20,100,NY,Banana,207,2.59,1.66,192.51,9.26
2024-03-21,100,NY,Banana,186,2.71,1.77,174.84,7.52
2024-03-22,100,NY,Banana,218,2.17,1.55,135.16,3.33
2024-03-23,100,NY,Banana,190,2.35,1.66,131.1,13.83
2024-03-24,100,NY,Banana,205,1.92,1.54,77.9,9.59
2024-03-25,100,NY,Banana,238,2.7,2.0,166.6,0.0
2024-03-26,100,NY,Banana,183,2.66,2.05,111.63,1.46
2024-03-27,100,NY,Banana,200,2.37,1.95,84.0,0.37
2024-03-28,100,NY,Banana,187,1.48,1.15,61.71,0.0
2024-03-29,100,NY,Banana,181,2.09,1.55,97.74,13.16
2024-03-30,100,NY,Banana,155,2.2,1.71,75.95,5.65
2024-03-31,100,NY,Banana,209,2.29,1.51,163.02,10.82
2024-01-01,100,NY,Milk,218,2.15,1.47,148.24,7.31
2024-01-02,100,NY,Milk,224,2.2,1.55,145.6,5.35
2024-01-03,100,NY,Milk,215,2.62,1.69,199.95,8.31
2024-01-04,100,NY,Milk,257,1.92,1.42,128.5,15.67
2024-01-05,100,NY,Milk,189,2.23,1.64,111.51,7.94
2024-01-06,100,NY,Milk,236,2.21,1.54,158.12,3.96
2024-01-07,100,NY,Milk,222,1.99,1.55,97.68,9.25
2024-01-08,100,NY,Milk,241,1.95,1.53,101.22,9.5
2024-01-09,100,NY,Milk,242,2.72,1.83,215.38,8.15
2024-01-10,100,NY,Milk,221,2.11,1.55,123.76,8.74
2024-01-11,100,NY,Milk,251,2.38,1.66,180.72,5.59
2024-01-12,100,NY,Milk,266,2.36,1.55,215.46,7.74
2024-01-13,100,NY,Milk,237,2.43,1.62,191.97,10.49
2024-01-14,100,NY,Milk,258,2.9,1.83,276.06,11.53
2024-01-15,100,NY,Milk,243,2.44,1.8,155.52,3.45
2024-01-16,100,NY,Milk,249,2.26,1.64,154.38,5.48
2024-01-17,100,NY,Milk,254,2.28,1.5,198.12,15.46
2024-01-18,100,NY,Milk,222,1.74,1.42,71.04,10.79
2024-01-19,100,NY,Milk,257,2.44,1.79,167.05,8.14
2024-01-20,100,NY,Milk,240,2.24,1.49,180.0,5.38
2024-01-21,100,NY,Milk,226,2.47,1.86,137.86,4.26
2024-01-22,100,NY,Milk,221,2.36,1.6,167.96,7.06
2024-01-23,100,NY,Milk,225,1.93,1.5,96.75,6.22
2024-01-24,100,NY,Milk,239,2.19,1.56,150.57,2.64
2024-01-25,100,NY,Milk,237,2.03,1.38,154.05,0.0
2024-01-26,100,NY,Milk,216,2.27,1.62,140.4,6.55
2024-01-27,100,NY,Milk,257,2.86,1.84,262.14,4.2
2024-01-28,100,NY,Milk,225,1.87,1.47,90.0,4.91
2024-01-29,100,NY,Milk,217,2.17,1.73,95.48,0.86
2024-01-30,100,NY,Milk,231,2.37,1.97,92.4,4.46
2024-01-31,100,NY,Milk,226,2.57,1.8,174.02,2.99
2024-02-01,100,NY,Milk,219,2.23,1.67,122.64,5.49
2024-02-02,100,NY,Milk,197,2.65,1.67,193.06,7.49
2024-02-03,100,NY,Milk,239,2.97,1.86,265.29,15.77
2024-02-04,100,NY,Milk,192,2.82,1.84,188.16,5.92
2024-02-05,100,NY,Milk,249,2.23,1.5,181.77,0.8
2024-02-06,100,NY,Milk,191,1.95,1.24,135.61,2.37
2024-02-07,100,NY,Milk,186,2.7,1.7,186.0,6.71
2024-02-08,100,NY,Milk,236,2.8,1.86,221.84,2.12
2024-02-09,100,NY,Milk,179,2.49,1.76,130.67,0.0
2024-02-10,100,NY,Milk,232,2.65,1.9,174.0,2.65
2024-02-11,100,NY,Milk,160,2.94,1.94,160.0,4.43
2024-02-12,100,NY,Milk,218,1.75,1.35,87.2,2.0
2024-02-13,100,NY,Milk,193,2.35,1.68,129.31,2.75
2024-02-14,100,NY,Milk,205,2.14,1.45,141.45,4.29
2024-02-15,100,NY,Milk,195,2.43,1.77,128.7,8.56
2024-02-16,100,NY,Milk,170,1.65,1.36,49.3,11.39
2024-02-17,100,NY,Milk,200,2.12,1.52,120.0,12.76
2024-02-18,100,NY,Milk,196,2.52,1.9,121.52,5.34
2024-02-19,100,NY,Milk,236,2.53,2.02,120.36,3.76
2024-02-20,100,NY,Milk,215,2.31,1.79,111.8,11.84
2024-02-21,100,NY,Milk,178,2.85,1.8,186.9,10.29
2024-02-22,100,NY,Milk,164,1.79,1.43,59.04,0.0
2024-02-23,100,NY,Milk,195,2.31,1.81,97.5,12.51
2024-02-24,100,NY,Milk,204,3.05,1.99,216.24,0.0
2024-02-25,100,NY,Milk,171,2.02,1.65,63.27,6.92
2024-02-26,100,NY,Milk,207,1.85,1.25,124.2,4.55
2024-02-27,100,NY,Milk,184,2.66,1.8,158.24,6.83
2024-02-28,100,NY,Milk,194,1.88,1.56,62.08,0.0
2024-02-29,100,NY,Milk,214,2.97,1.86,237.54,0.07
2024-03-01,100,NY,Milk,228,1.91,1.56,79.8,1.04
2024-03-02,100,NY,Milk,218,2.31,1.46,185.3,2.23
2024-03-03,100,NY,Milk,199,2.78,2.06,143.28,5.18
2024-03-04,100,NY,Milk,211,2.16,1.71,94.95,4.44
2024-03-05,100,NY,Milk,223,2.27,1.79,107.04,8.79
2024-03-06,100,NY,Milk,219,1.89,1.55,74.46,3.62
2024-03-07,100,NY,Milk,186,1.92,1.36,104.16,11.83
2024-03-08,100,NY,Milk,267,2.24,1.62,165.54,7.88
2024-03-09,100,NY,Milk,242,3.02,2.28,179.08,10.6
2024-03-10,100,NY,Milk,235,2.02,1.47,129.25,0.0
2024-03-11,100,NY,Milk,243,2.11,1.51,145.8,0.0
2024-03-12,100,NY,Milk,227,2.31,1.45,195.22,13.44
2024-03-13,100,NY,Milk,259,2.17,1.66,132.09,12.4
2024-03-14,100,NY,Milk,244,1.87,1.49,92.72,12.62
2024-03-15,100,NY,Milk,253,1.79,1.46,83.49,4.05
2024-03-16,100,NY,Milk,225,1.67,1.39,63.0,9.63
2024-03-17,100,NY,Milk,281,1.94,1.39,154.55,7.81
2024-03-18,100,NY,Milk,229,2.41,1.57,192.36,2.04
2024-03-19,100,NY,Milk,224,2.38,1.68,156.8,0.85
2024-03-20,100,NY,Milk,246,2.14,1.66,118.08,3.81
2024-03-21,100,NY,Milk,221,2.33,1.55,172.38,8.78
2024-03-22,100,NY,Milk,248,1.89,1.47,104.16,5.5
2024-03-23,100,NY,Milk,251,2.13,1.33,200.8,7.72
2024-03-24,100,NY,Milk,221,2.23,1.78,99.45,1.18
2024-03-25,100,NY,Milk,196,1.99,1.34,127.4,5.24
2024-03-26,100,NY,Milk,235,2.2,1.48,169.2,8.19
2024-03-27,100,NY,Milk,194,2.26,1.65,118.34,0.0
2024-03-28,100,NY,Milk,212,2.53,1.68,180.2,0.7
2024-03-29,100,NY,Milk,215,2.55,1.87,146.2,2.12
2024-03-30,100,NY,Milk,237,1.99,1.44,130.35,7.65
2024-03-31,100,NY,Milk,246,1.52,1.17,86.1,1.02
2024-01-01,100,NY,Eggs,227,1.44,1.1,77.18,6.86
2024-01-02,100,NY,Eggs,206,1.79,1.16,129.78,4.22
2024-01-03,100,NY,Eggs,244,1.78,1.19,143.96,6.69
2024-01-04,100,NY,Eggs,215,1.35,1.04,66.65,2.84
2024-01-05,100,NY,Eggs,234,1.3,1.06,56.16,6.45
2024-01-06,100,NY,Eggs,270,2.0,1.32,183.6,3.37
2024-01-07,100,NY,Eggs,254,1.4,1.06,86.36,0.0
2024-01-08,100,NY,Eggs,212,0.94,0.77,36.04,3.24
2024-01-09,100,NY,Eggs,234,2.17,1.48,161.46,6.63
2024-01-10,100,NY,Eggs,231,1.59,1.31,64.68,0.0
2024-01-11,100,NY,Eggs,242,1.6,1.3,72.6,0.0
2024-01-12,100,NY,Eggs,261,1.83,1.21,161.82,2.92
2024-01-13,100,NY,Eggs,252,2.52,1.6,231.84,5.91
2024-01-14,100,NY,Eggs,245,1.49,1.05,107.8,0.75
2024-01-15,100,NY,Eggs,257,1.22,0.97,64.25,5.36
2024-01-16,100,NY,Eggs,231,1.78,1.24,124.74,6.67
2024-01-17,100,NY,Eggs,261,1.65,1.04,159.21,3.65
2024-01-18,100,NY,Eggs,220,1.47,1.05,92.4,6.89
2024-01-19,100,NY,Eggs,254,1.37,0.96,104.14,9.35
2024-01-20,100,NY,Eggs,265,1.72,1.22,132.5,14.38
2024-01-21,100,NY,Eggs,222,1.17,0.89,62.16,0.0
2024-01-22,100,NY,Eggs,266,1.88,1.27,162.26,4.72
2024-01-23,100,NY,Eggs,240,1.37,0.92,108.0,17.23
2024-01-24,100,NY,Eggs,235,1.85,1.16,162.15,8.63
2024-01-25,100,NY,Eggs,240,1.81,1.19,148.8,1.05
2024-01-26,100,NY,Eggs,237,2.1,1.52,137.46,11.73
2024-01-27,100,NY,Eggs,258,1.52,1.04,123.84,0.05
2024-01-28,100,NY,Eggs,221,1.62,1.15,103.87,10.47
2024-01-29,100,NY,Eggs,187,1.78,1.45,61.71,4.21
2024-01-30,100,NY,Eggs,210,1.38,0.94,92.4,0.0
2024-01-31,100,NY,Eggs,232,1.42,1.16,60.32,0.0
2024-02-01,100,NY,Eggs,187,1.63,1.07,104.72,13.35
2024-02-02,100,NY,Eggs,205,1.1,0.84,53.3,3.77
2024-02-03,100,NY,Eggs,202,0.77,0.6,34.34,4.73
2024-02-04,100,NY,Eggs,201,1.76,1.28,96.48,14.24
2024-02-05,100,NY,Eggs,226,1.66,1.09,128.82,0.0
2024-02-06,100,NY,Eggs,252,1.66,1.15,128.52,5.07
2024-02-07,100,NY,Eggs,198,1.62,1.18,87.12,4.28
2024-02-08,100,NY,Eggs,185,1.49,1.03,85.1,4.84
2024-02-09,100,NY,Eggs,184,1.49,1.0,90.16,5.53
2024-02-10,100,NY,Eggs,189,1.99,1.44,103.95,0.0
2024-02-11,100,NY,Eggs,214,2.16,1.39,164.78,0.0
2024-02-12,100,NY,Eggs,185,1.7,1.07,116.55,0.0
2024-02-13,100,NY,Eggs,175,1.17,0.92,43.75,13.76
2024-02-14,100,NY,Eggs,209,1.78,1.4,79.42,8.61
2024-02-15,100,NY,Eggs,168,1.62,1.04,97.44,7.45
2024-02-16,100,NY,Eggs,166,1.59,1.28,51.46,3.8
2024-02-17,100,NY,Eggs,184,1.63,1.28,64.4,7.22
2024-02-18,100,NY,Eggs,185,2.01,1.37,118.4,0.0
2024-02-19,100,NY,Eggs,205,1.65,1.26,79.95,3.45
2024-02-20,100,NY,Eggs,200,1.19,0.89,60.0,9.62
2024-02-21,100,NY,Eggs,192,1.44,1.04,76.8,10.25
2024-02-22,100,NY,Eggs,183,1.22,0.86,65.88,0.0
2024-02-23,100,NY,Eggs,211,1.32,0.89,90.73,13.77
2024-02-24,100,NY,Eggs,159,1.84,1.48,57.24,6.06
2024-02-25,100,NY,Eggs,201,1.51,1.03,96.48,7.0
2024-02-26,100,NY,Eggs,205,1.92,1.36,114.8,5.57
2024-02-27,100,NY,Eggs,211,1.48,1.07,86.51,4.72
2024-02-28,100,NY,Eggs,216,1.19,0.8,84.24,0.0
2024-02-29,100,NY,Eggs,228,1.69,1.18,116.28,4.08
2024-03-01,100,NY,Eggs,216,1.88,1.21,144.72,2.3
2024-03-02,100,NY,Eggs,203,1.66,1.18,97.44,0.11
2024-03-03,100,NY,Eggs,229,1.03,0.8,52.67,10.15
2024-03-04,100,NY,Eggs,233,1.58,1.19,90.87,9.91
2024-03-05,100,NY,Eggs,259,1.93,1.34,152.81,0.0
2024-03-06,100,NY,Eggs,202,1.39,1.02,74.74,5.13
2024-03-07,100,NY,Eggs,241,1.42,1.0,101.22,5.93
2024-03-08,100,NY,Eggs,217,1.26,1.02,52.08,0.0
2024-03-09,100,NY,Eggs,216,1.18,0.87,66.96,0.12
2024-03-10,100,NY,Eggs,257,1.39,0.95,113.08,18.16
2024-03-11,100,NY,Eggs,247,1.64,1.18,113.62,0.71
2024-03-12,100,NY,Eggs,252,1.5,1.03,118.44,5.61
2024-03-13,100,NY,Eggs,290,1.35,1.12,66.7,10.75
2024-03-14,100,NY,Eggs,226,1.58,1.13,101.7,13.85
2024-03-15,100,NY,Eggs,228,2.39,1.5,202.92,8.54
2024-03-16,100,NY,Eggs,229,1.61,1.27,77.86,9.86
2024-03-17,100,NY,Eggs,253,1.0,0.83,43.01,1.36
2024-03-18,100,NY,Eggs,235,1.41,1.13,65.8,8.1
2024-03-19,100,NY,Eggs,243,1.33,0.87,111.78,6.9
2024-03-20,100,NY,Eggs,251,1.56,1.25,77.81,10.4
2024-03-21,100,NY,Eggs,254,1.73,1.23,127.0,4.65
2024-03-22,100,NY,Eggs,203,1.83,1.23,121.8,6.04
2024-03-23,100,NY,Eggs,240,1.32,0.89,103.2,0.0
2024-03-24,100,NY,Eggs,253,1.78,1.13,164.45,8.41
2024-03-25,100,NY,Eggs,231,1.47,1.15,73.92,9.69
2024-03-26,100,NY,Eggs,218,1.65,1.16,106.82,2.69
2024-03-27,100,NY,Eggs,217,1.58,1.08,108.5,6.11
2024-03-28,100,NY,Eggs,214,2.14,1.39,160.5,0.53
2024-03-29,100,NY,Eggs,217,1.68,1.05,136.71,12.23
2024-03-30,100,NY,Eggs,222,1.67,1.35,71.04,0.0
2024-03-31,100,NY,Eggs,221,1.97,1.32,143.65,5.41
2024-01-01,100,NY,Apples,206,1.05,0.66,80.34,12.05
2024-01-02,100,NY,Apples,233,1.06,0.69,86.21,2.77
2024-01-03,100,NY,Apples,219,1.72,1.08,140.16,2.39
2024-01-04,100,NY,Apples,184,1.13,0.71,77.28,0.0
2024-01-05,100,NY,Apples,176,0.85,0.56,51.04,1.16
2024-01-06,100,NY,Apples,196,1.03,0.81,43.12,12.75
2024-01-07,100,NY,Apples,179,1.44,0.96,85.92,3.93
2024-01-08,100,NY,Apples,200,1.29,0.9,78.0,0.0
2024-01-09,100,NY,Apples,211,0.99,0.8,40.09,7.46
2024-01-10,100,NY,Apples,211,1.62,1.26,75.96,1.81
2024-01-11,100,NY,Apples,196,1.02,0.64,74.48,2.22
2024-01-12,100,NY,Apples,195,1.23,1.0,44.85,12.1
2024-01-13,100,NY,Apples,197,0.96,0.6,70.92,7.36
2024-01-14,100,NY,Apples,198,1.18,0.89,57.42,6.01
2024-01-15,100,NY,Apples,179,1.31,1.07,42.96,13.98
2024-01-16,100,NY,Apples,197,0.85,0.69,31.52,6.43
2024-01-17,100,NY,Apples,216,1.31,0.9,88.56,15.05
2024-01-18,100,NY,Apples,205,0.86,0.6,53.3,0.0
2024-01-19,100,NY,Apples,194,1.12,0.76,69.84,13.97
2024-01-20,100,NY,Apples,197,1.09,0.81,55.16,4.92
2024-01-21,100,NY,Apples,230,1.81,1.27,124.2,2.35
2024-01-22,100,NY,Apples,195,1.3,0.97,64.35,8.41
2024-01-23,100,NY,Apples,240,1.34,0.88,110.4,3.2
2024-01-24,100,NY,Apples,213,1.45,0.99,97.98,9.1
2024-01-25,100,NY,Apples,209,1.31,0.98,68.97,10.85
2024-01-26,100,NY,Apples,225,1.16,0.89,60.75,4.16
2024-01-27,100,NY,Apples,198,1.34,1.01,65.34,0.92
2024-01-28,100,NY,Apples,200,0.85,0.69,32.0,5.14
2024-01-29,100,NY,Apples,215,1.18,0.8,81.7,5.23
2024-01-30,100,NY,Apples,160,1.16,0.91,40.0,8.23
2024-01-31,100,NY,Apples,228,0.98,0.7,63.84,6.1
2024-02-01,100,NY,Apples,187,1.55,1.08,87.89,4.52
2024-02-02,100,NY,Apples,185,1.34,0.89,83.25,5.93
2024-02-03,100,NY,Apples,168,1.12,0.8,53.76,10.37
2024-02-04,100,NY,Apples,154,0.99,0.79,30.8,1.5
2024-02-05,100,NY,Apples,196,0.59,0.46,25.48,2.21
2024-02-06,100,NY,Apples,177,1.53,1.08,79.65,4.67
2024-02-07,100,NY,Apples,157,1.8,1.14,103.62,0.0
2024-02-08,100,NY,Apples,122,1.09,0.85,29.28,2.49
2024-02-09,100,NY,Apples,144,1.12,0.91,30.24,6.22
2024-02-10,100,NY,Apples,152,0.62,0.51,16.72,9.36
2024-02-11,100,NY,Apples,175,1.1,0.74,63.0,14.23
2024-02-12,100,NY,Apples,139,0.56,0.46,13.9,1.54
2024-02-13,100,NY,Apples,159,1.14,0.81,52.47,3.79
2024-02-14,100,NY,Apples,167,0.72,0.51,35.07,12.22
2024-02-15,100,NY,Apples,158,1.56,0.99,90.06,6.71
2024-02-16,100,NY,Apples,169,1.07,0.88,32.11,7.24
2024-02-17,100,NY,Apples,173,1.52,1.03,84.77,5.98
2024-02-18,100,NY,Apples,175,1.04,0.75,50.75,12.2
2024-02-19,100,NY,Apples,148,1.5,1.12,56.24,4.8
2024-02-20,100,NY,Apples,134,1.17,0.79,50.92,1.59
2024-02-21,100,NY,Apples,181,0.93,0.63,54.3,2.77
2024-02-22,100,NY,Apples,128,0.87,0.67,25.6,0.0
2024-02-23,100,NY,Apples,136,1.21,0.92,39.44,8.93
2024-02-24,100,NY,Apples,178,0.74,0.57,30.26,4.76
2024-02-25,100,NY,Apples,172,0.66,0.53,22.36,12.52
2024-02-26,100,NY,Apples,192,0.88,0.72,30.72,5.13
2024-02-27,100,NY,Apples,181,0.49,0.36,23.53,3.76
2024-02-28,100,NY,Apples,166,0.71,0.56,24.9,3.59
2024-02-29,100,NY,Apples,218,1.21,0.89,69.76,2.14
2024-03-01,100,NY,Apples,196,1.37,1.04,64.68,9.62
2024-03-02,100,NY,Apples,188,0.77,0.64,24.44,8.49
2024-03-03,100,NY,Apples,198,1.46,0.94,102.96,8.18
2024-03-04,100,NY,Apples,213,0.95,0.66,61.77,11.59
2024-03-05,100,NY,Apples,199,1.8,1.18,123.38,1.55
2024-03-06,100,NY,Apples,232,1.26,0.8,106.72,1.74
2024-03-07,100,NY,Apples,190,0.97,0.7,51.3,7.12
2024-03-08,100,NY,Apples,212,0.81,0.65,33.92,4.88
2024-03-09,100,NY,Apples,246,1.38,1.11,66.42,7.18
2024-03-10,100,NY,Apples,205,1.04,0.79,51.25,8.07
2024-03-11,100,NY,Apples,186,1.06,0.71,65.1,0.0
2024-03-12,100,NY,Apples,215,1.24,0.89,75.25,2.58
2024-03-13,100,NY,Apples,240,0.73,0.52,50.4,0.0
2024-03-14,100,NY,Apples,213,1.41,0.97,93.72,13.42
2024-03-15,100,NY,Apples,200,1.25,0.98,54.0,4.81
2024-03-16,100,NY,Apples,206,1.46,0.94,107.12,8.26
2024-03-17,100,NY,Apples,178,1.69,1.06,112.14,11.9
2024-03-18,100,NY,Apples,196,1.31,0.84,92.12,7.47
2024-03-19,100,NY,Apples,213,0.87,0.65,46.86,1.64
2024-03-20,100,NY,Apples,207,1.47,1.0,97.29,7.72
2024-03-21,100,NY,Apples,199,1.44,0.92,103.48,0.0
2024-03-22,100,NY,Apples,228,0.6,0.42,41.04,3.19
2024-03-23,100,NY,Apples,181,0.72,0.51,38.01,10.8
2024-03-24,100,NY,Apples,192,1.03,0.83,38.4,4.77
2024-03-25,100,NY,Apples,209,1.09,0.78,64.79,0.0
2024-03-26,100,NY,Apples,217,0.93,0.67,56.42,0.0
2024-03-27,100,NY,Apples,186,1.69,1.06,117.18,9.25
2024-03-28,100,NY,Apples,185,0.86,0.69,31.45,3.39
2024-03-29,100,NY,Apples,231,1.21,0.84,85.47,7.15
2024-03-30,100,NY,Apples,208,1.13,0.81,66.56,3.7
2024-03-31,100,NY,Apples,181,0.92,0.75,30.77,4.81
2024-01-01,100,NY,Bread,220,2.11,1.45,145.2,8.66
2024-01-02,100,NY,Bread,206,2.2,1.45,154.5,0.0
2024-01-03,100,NY,Bread,229,2.04,1.5,123.66,9.99
2024-01-04,100,NY,Bread,155,2.58,1.85,113.15,4.3
2024-01-05,100,NY,Bread,238,1.73,1.23,119.0,8.06
2024-01-06,100,NY,Bread,197,1.72,1.31,80.77,14.57
2024-01-07,100,NY,Bread,216,2.01,1.48,114.48,9.35
2024-01-08,100,NY,Bread,232,2.23,1.46,178.64,6.82
2024-01-09,100,NY,Bread,272,2.11,1.42,187.68,6.01
2024-01-10,100,NY,Bread,247,2.26,1.66,148.2,10.94
2024-01-11,100,NY,Bread,240,1.48,1.21,64.8,13.17
2024-01-12,100,NY,Bread,205,2.16,1.5,135.3,1.23
2024-01-13,100,NY,Bread,228,1.9,1.5,91.2,6.61
2024-01-14,100,NY,Bread,238,2.34,1.76,138.04,7.27
2024-01-15,100,NY,Bread,225,2.54,1.63,204.75,10.95
2024-01-16,100,NY,Bread,206,2.16,1.55,125.66,8.51
2024-01-17,100,NY,Bread,224,2.58,1.71,194.88,4.25
2024-01-18,100,NY,Bread,232,1.94,1.4,125.28,5.08
2024-01-19,100,NY,Bread,207,1.79,1.15,132.48,12.97
2024-01-20,100,NY,Bread,211,1.78,1.24,113.94,0.0
2024-01-21,100,NY,Bread,214,1.73,1.17,119.84,13.21
2024-01-22,100,NY,Bread,246,1.92,1.3,152.52,16.26
2024-01-23,100,NY,Bread,244,1.84,1.37,114.68,0.0
2024-01-24,100,NY,Bread,268,1.67,1.16,136.68,0.0
2024-01-25,100,NY,Bread,241,2.76,1.92,202.44,11.92
2024-01-26,100,NY,Bread,229,2.23,1.55,155.72,9.27
2024-01-27,100,NY,Bread,231,2.3,1.49,187.11,5.52
2024-01-28,100,NY,Bread,212,1.88,1.28,127.2,3.6
2024-01-29,100,NY,Bread,177,2.21,1.42,139.83,0.06
2024-01-30,100,NY,Bread,186,1.95,1.47,89.28,11.96
2024-01-31,100,NY,Bread,224,1.57,1.12,100.8,0.05
2024-02-01,100,NY,Bread,222,1.58,1.24,75.48,3.88
2024-02-02,100,NY,Bread,211,1.78,1.24,113.94,5.53
2024-02-03,100,NY,Bread,171,2.01,1.31,119.7,6.6
2024-02-04,100,NY,Bread,163,2.13,1.52,99.43,4.9
2024-02-05,100,NY,Bread,204,2.24,1.48,155.04,11.82
2024-02-06,100,NY,Bread,193,1.78,1.35,82.99,5.61
2024-02-07,100,NY,Bread,200,1.84,1.44,80.0,5.2
2024-02-08,100,NY,Bread,173,1.87,1.3,98.61,0.0
2024-02-09,100,NY,Bread,220,1.9,1.19,156.2,1.54
2024-02-10,100,NY,Bread,169,2.22,1.61,103.09,3.53
2024-02-11,100,NY,Bread,208,1.84,1.3,112.32,6.39
2024-02-12,100,NY,Bread,165,2.96,1.86,181.5,0.0
